id,topic,text,difficulty
2c1bdbae-9513-4963-a933-c280607b865d,"Axtarış Alqoritmləri və Ağaclar","Dijkstra alqoritmi nə üçün istifadə olunur?",HARD
f83f7b15-a859-47ea-82c9-c352570d9485,"Axtarış Alqoritmləri və Ağaclar","Binary Search-ü sort olunmamış massivdə tətbiq etsək nə baş verir?",MEDIUM
446acd9d-cfe9-44e6-a8ed-c9084e6f402d,"Axtarış Alqoritmləri və Ağaclar","Trie ağacında axtarışın zaman mürəkkəbliyi nəyə bağlıdır?",HARD
874b45f0-eae2-4661-8fd3-c67a4a9365f4,"Axtarış Alqoritmləri və Ağaclar","Heap-də (min-heap) minimum elementə çıxış zaman mürəkkəbliyi nədir?",MEDIUM
fbb7c70b-3b58-4bd3-afed-3d115c0b2399,"Axtarış Alqoritmləri və Ağaclar","Tree-in 'height' (hündürlük) anlayışı nəyi ifadə edir?",MEDIUM
07a885d4-6273-42f2-9f6a-b6d3681c1e69,"Axtarış Alqoritmləri və Ağaclar","Pre-order traversal-da node-lar hansı ardıcıllıqla ziyarət olunur?",MEDIUM
c586b63e-7dc9-4a20-9a6f-1000c84fd452,"Axtarış Alqoritmləri və Ağaclar","Post-order traversal-da node-lar hansı ardıcıllıqla ziyarət olunur?",MEDIUM
aa038019-ca5f-4388-866e-929479e81624,"Axtarış Alqoritmləri və Ağaclar","Java-da HashMap-də axtarışın orta hal zaman mürəkkəbliyi nədir?",MEDIUM
9c20bd17-e41c-4c34-b45d-3d7e6998e367,"Axtarış Alqoritmləri və Ağaclar","A* axtarış alqoritmi Dijkstra-dan nə ilə fərqlənir?",HARD
edb06246-97ab-4573-8077-ea6170a6170e,"Axtarış Alqoritmləri və Ağaclar","TreeSet/TreeMap-in daxili implementasiyası nəyə əsaslanır?",HARD
694ccfc5-8e63-4d6d-b964-0dfba5cd082c,"Multithreading","Java-da yeni thread yaratmağın neçə əsas yolu var?",EASY
e413ffd7-f869-4578-af7b-3c42fc7c94e2,"Multithreading","'synchronized' açar sözü nə üçün istifadə olunur?",MEDIUM
0212b852-1fbd-45e8-95ca-8e17f928687b,"Multithreading","Thread.sleep() metodu nə edir?",EASY
f51284ac-f0f0-4e28-b14c-7dd5a8fe0c5d,"Multithreading","Deadlock nə deməkdir?",HARD
c9093b62-9405-4e74-a4c8-77e0e342485b,"Multithreading","wait() və sleep() metodları arasındakı fərq nədir?",HARD
60e6f467-2860-4599-849b-1ec10fa711ce,"Multithreading","ExecutorService nə üçün istifadə olunur?",MEDIUM
f942a8cb-c757-4c7e-ae31-59fd0147fb78,"Multithreading","Runnable və Callable arasındakı fərq nədir?",MEDIUM
4331bf12-a250-489f-bee9-2d516cca3fea,"Multithreading","Thread-safe kolleksiyaya nümunə göstərin.",MEDIUM
5343bfed-f933-4723-b30d-8b3217a7d09f,"Multithreading","volatile açar sözünün təyinatı nədir?",HARD
9c9eb7cd-3dc6-4ee3-9562-a81adeb39d28,"Multithreading","Thread pool-un istifadəsinin əsas üstünlüyü nədir?",MEDIUM
5c1f8cc3-92f1-4e5c-bd71-3fc340c93484,"Multithreading","Java-da Thread-in start() və run() metodları arasındakı fərq nədir?",MEDIUM
6e56e468-be39-4b8e-bfe5-5e4b534c3317,"Multithreading","Java Memory Model (JMM) nəyi təmin edir?",HARD
d99bffea-c60c-4f8c-9e11-0fd32bd318db,"Multithreading","Daemon thread nədir?",MEDIUM
f18f0179-a385-45c2-b8fb-043ecc62c0fe,"Multithreading","synchronized metod ilə synchronized blok arasındakı fərq nədir?",MEDIUM
a31aec28-71b2-4d09-a57c-0391e83ec980,"Multithreading","interrupt() metodu thread-ə nə edir?",MEDIUM
710e678d-7c3c-4286-a691-c88fdbb5e653,"Multithreading","Livelock nə deməkdir?",HARD
1312270f-1a8e-44b9-b487-753d2917c285,"Multithreading","Starvation (thread aclığı) nə deməkdir?",HARD
979068df-cad0-4549-bfe8-e4ac3df952e6,"Multithreading","Thread sinifinin setPriority() metodu nəyə təsir edir?",MEDIUM
214b90cd-5090-4d04-b6e0-8cd72fef64e7,"Multithreading","join() metodu nə edir?",MEDIUM
874aa3b8-efdd-4790-a467-cb071fd1163f,"Multithreading","Java-da 'happens-before' münasibəti nəyi təmin edir?",HARD
0122c594-7e6a-49be-93e4-ac66837cc7fc,"Concurrency Alətləri","AtomicInteger sinifinin məqsədi nədir?",MEDIUM
ceb84e4f-5b6d-485c-84c6-72279159388a,"Concurrency Alətləri","CountDownLatch nə üçün istifadə olunur?",MEDIUM
4e27a118-3f4c-482c-a390-4d8230b76d17,"Concurrency Alətləri","Semaphore nə edir?",MEDIUM
2846d086-1a95-4d9a-9a98-778c154657f3,"Concurrency Alətləri","Future interfeysi nə üçün istifadə olunur?",MEDIUM
c2913108-1f88-4499-a658-be6e18c309e8,"Concurrency Alətləri","ReentrantLock, synchronized açar sözündən nə ilə fərqlənir?",HARD
cb3503a8-cc9a-4e51-8e78-4c6dcfece7de,"Concurrency Alətləri","CyclicBarrier və CountDownLatch arasındakı fərq nədir?",HARD
ce575945-f3f6-49ea-9495-8a5cbdcf6299,"Concurrency Alətləri","ThreadLocal nə üçün istifadə olunur?",MEDIUM
f4ea5fe2-9d97-46d1-8fef-6adda340b2d8,"Concurrency Alətləri","Fork/Join Framework nə üçün nəzərdə tutulub?",HARD
6854ab42-df9d-4e39-b9c9-b45e7661ba37,"Concurrency Alətləri","BlockingQueue nə edir?",MEDIUM
592aeb74-90f0-4c4e-99aa-a7c632c2a0c8,"Concurrency Alətləri","Race condition nə deməkdir?",MEDIUM
b640de4e-0875-4d8d-8def-4c69674dd0dd,"Concurrency Alətləri","CompletionService nə üçün istifadə olunur?",HARD
45ecf0a6-99cf-44be-9bcd-d394fc12ebf3,"Concurrency Alətləri","StampedLock, ReentrantReadWriteLock-dan nə ilə fərqlənir?",HARD
f7c8d93c-d5aa-4bb7-84af-1e6bd9c03a2b,"Concurrency Alətləri","ExecutorService-in shutdown() və shutdownNow() metodları arasındakı fərq nədir?",MEDIUM
01b270b7-2c05-40b8-8008-1681e1de03d8,"Concurrency Alətləri","CopyOnWriteArrayList nə vaxt effektivdir?",HARD
29c7c52f-36ea-49c5-865b-997227518a00,"Concurrency Alətləri","Executors.newFixedThreadPool() nə yaradır?",MEDIUM
9669316d-9833-45b7-ae0c-c1d7631c4231,"Concurrency Alətləri","AtomicReference nə üçün istifadə olunur?",MEDIUM
1ae07edb-f264-4af5-b958-c5759277dc06,"Concurrency Alətləri","compareAndSet() (CAS) əməliyyatı nəyi təmin edir?",HARD
ec148f39-f5a9-434d-a103-a7c70a1a48e0,"Concurrency Alətləri","ScheduledExecutorService nə üçün istifadə olunur?",MEDIUM
2853c4b7-acf4-4bb8-aa6d-2fee25c127e8,"Concurrency Alətləri","Phaser sinifi nə üçün istifadə olunur?",HARD
4da8d312-d1e6-4821-ae42-ad42ebaa3983,"Concurrency Alətləri","Immutable obyektlərin concurrency-də üstünlüyü nədir?",MEDIUM
67809a56-d49b-45b2-aef7-a7ad4675859f,"JVM və Yaddaş","Garbage Collector-un vəzifəsi nədir?",EASY
6ba52506-8fb7-46f2-aa47-1f3bff239266,"JVM və Yaddaş","Java-da 'Heap' yaddaşı nə üçün istifadə olunur?",MEDIUM
1f1c2d94-8041-46e3-bef9-ebe49aae8ab3,"JVM və Yaddaş","JVM, JRE və JDK arasındakı fərq nədir?",MEDIUM
bed2a9a5-0be6-43fe-b1e1-efc31a0d3064,"JVM və Yaddaş","'static' açar sözü ilə elan olunan dəyişən nəyə aiddir?",EASY
def4fd9d-b3eb-49b4-9b57-21d5505c42ae,"JVM və Yaddaş","Stack yaddaşında nə saxlanılır?",EASY
744cf480-c47b-46fa-96d8-9fa3d584abd4,"JVM və Yaddaş","'final' açar sözü dəyişənə tətbiq edildikdə nə deməkdir?",EASY
528eb9d9-69d2-4c55-ba1e-88f9212228c9,"JVM və Yaddaş","Memory leak Java-da necə baş verə bilər?",HARD
a7c8f8ad-c6a4-4c3d-9c81-0c08e2117b45,"JVM və Yaddaş","Classloader-in vəzifəsi nədir?",MEDIUM
318d00a6-181c-41d8-aa07-1268e77e89ba,"JVM və Yaddaş","JIT (Just-In-Time) compiler nə edir?",HARD
c5842c3a-6230-4704-ba6a-96268bb49f97,"JVM və Yaddaş","Metaspace (Java 8+) nə üçün istifadə olunur?",HARD
3825c81e-07df-4a5d-9f01-cb1075c903bd,"JVM və Yaddaş","Young Generation və Old Generation Heap-də nəyi təmsil edir?",HARD
15970f30-241d-42c3-aabd-d1bdda2190bc,"JVM və Yaddaş","Minor GC və Major (Full) GC arasındakı fərq nədir?",HARD
104a9191-2acf-47a7-9b1c-9faa405f00bc,"JVM və Yaddaş","-Xmx JVM parametri nəyi təyin edir?",MEDIUM
cfd4a06b-8e05-465a-8784-379b5708617b,"JVM və Yaddaş","OutOfMemoryError nə vaxt yaranır?",EASY
2749c5b3-bc76-41c7-a25d-017ac9ab650f,"JVM və Yaddaş","Java-da 'escape analysis' nə edir?",HARD
d2250656-4f8e-4721-8baf-57b55a77762f,"JVM və Yaddaş","String Pool hansı yaddaş sahəsində saxlanılır (Java 7+)?",HARD
97d505fa-f268-4c33-8fc7-058344ebeec6,"JVM və Yaddaş","GC 'stop-the-world' pauzası nə deməkdir?",MEDIUM
1faf453f-d79e-4f3f-99ad-0d575d644634,"JVM və Yaddaş","G1 Garbage Collector-in əsas məqsədi nədir?",HARD
a6482004-9555-4f6c-8942-8bab04e09c60,"JVM və Yaddaş","Java-da soft reference, weak reference və phantom reference-lərin əsas fərqi nədir?",HARD
0d6e8220-9f74-4510-9a61-69fcab46776d,"JVM və Yaddaş","Java-da 'compact strings' (Java 9+) optimizasiyası nə edir?",HARD
09a3b2f4-3377-4f7e-9a0d-cfd83fcf6317,"JVM Performans Tənzimləmə","JVM performans tənzimləməsinin əsas məqsədi nədir?",EASY
be4bb9c3-40f4-4367-b490-d71c02c936a9,"JVM Performans Tənzimləmə","-Xms və -Xmx parametrlərini eyni dəyərə təyin etməyin faydası nədir?",MEDIUM
27e593f3-042d-494e-aa6c-bc8e9203689b,"JVM Performans Tənzimləmə","JVM profiling alətləri (məs. JProfiler, VisualVM) nə üçün istifadə olunur?",MEDIUM
5893f714-b7e0-40e7-ab82-e994e4cb0a13,"JVM Performans Tənzimləmə","Thread dump nədir?",MEDIUM
6e4a19d9-2c1e-4fa6-8b0f-75d88d603446,"JVM Performans Tənzimləmə","Heap dump nə üçün istifadə olunur?",MEDIUM
3d269505-c3b9-482b-8e3b-4acbf5ea422f,"JVM Performans Tənzimləmə","JVM warm-up nə deməkdir?",MEDIUM
2c2ddd7a-7029-4b8e-bee5-f255939b65de,"JVM Performans Tənzimləmə","Hansı JVM parametri GC alqoritmini seçmək üçün istifadə olunur?",MEDIUM
d344fa03-57d6-4e5a-b29a-4b46d23cd78f,"JVM Performans Tənzimləmə","Throughput və latency arasındakı fərq performans tənzimləməsində nədir?",MEDIUM
84d9e70e-0a04-4e68-b480-91568ca3e851,"JVM Performans Tənzimləmə","JMH (Java Microbenchmark Harness) nə üçün istifadə olunur?",MEDIUM
00fccdbe-a8cd-4087-b268-d487773631c0,"JVM Performans Tənzimləmə","JVM-də 'GC pause time' niyə vacibdir izləmək üçün?",MEDIUM
4f3dc876-faf9-485d-8446-a222aa911342,"JVM Performans Tənzimləmə","Object pooling nə vaxt performans üçün faydalı ola bilər?",MEDIUM
1e0f9233-99ea-414d-84f0-8f35a05bfbba,"JVM Performans Tənzimləmə","CPU profiling ilə memory profiling arasındakı fərq nədir?",EASY
fee255b0-9fed-4d44-b898-7121f09bc31c,"JVM Performans Tənzimləmə","String konkatenasiyası dövrədə (loop) niyə performans problemi yarada bilər?",MEDIUM
3b6f16fa-75fc-4bfa-b8d9-40562c5173e3,"JVM Performans Tənzimləmə","Lazy initialization performans baxımından nə üçün faydalı ola bilər?",MEDIUM
6e23479b-2537-43f6-ab7a-be26cf253c29,"JVM Performans Tənzimləmə","Autoboxing/unboxing performans baxımından niyə diqqətlə istifadə edilməlidir?",MEDIUM
0fb558e4-be3c-4fa8-9f43-fab1c0e0a065,"JVM Performans Tənzimləmə","JVM-də Just-In-Time (JIT) compilation-un tier səviyyələri nəyi ifadə edir?",HARD
de43b17c-0871-4e06-bae7-84ce2e91d8bc,"JVM Performans Tənzimləmə","Connection pooling performansa necə kömək edir?",MEDIUM
b349e2c1-1ac1-4f08-adc7-2f6c942f5b76,"JVM Performans Tənzimləmə","Hansı vasitə ilə production mühitində canlı JVM-ə qoşulub metrikaları izləmək olar?",MEDIUM
e1f82857-e8be-4acd-ab83-59e6c4e03bbd,"JVM Performans Tənzimləmə","Excessive logging performansa necə təsir edə bilər?",EASY
3a4a88c4-1c0c-472e-99f2-f9ddc586f4a7,"JVM Performans Tənzimləmə","Performans tənzimləməsində 'premature optimization' nəyə görə riskli sayılır?",MEDIUM
f1cfebb6-7551-4108-a019-5573cd2693d6,"Alqoritmlər və Mürəkkəblik","Big-O notasiyası nəyi ifadə edir?",EASY
49293fa8-33b9-4e41-9d40-7128876850c1,"Alqoritmlər və Mürəkkəblik","O(1) mürəkkəblik nə deməkdir?",EASY
520a7cac-a766-496e-bda5-e63c2c4bceeb,"Alqoritmlər və Mürəkkəblik","O(n) mürəkkəblik nəyə uyğundur?",EASY
b605fc8f-d794-4e25-b6de-8b58afaa06a1,"Alqoritmlər və Mürəkkəblik","O(n²) mürəkkəblik ən çox hansı ssenaridə rast gəlinir?",EASY
9ee5354a-d5c2-44fa-96e4-7e74a3c9a7fc,"Alqoritmlər və Mürəkkəblik","Space complexity (yer mürəkkəbliyi) nəyi ölçür?",EASY
8ca31693-adbd-4532-a9e9-5c68e46e4f74,"Alqoritmlər və Mürəkkəblik","Amortized analysis nə deməkdir?",HARD
31ad6cd1-f723-4525-9eed-475699f23f52,"Alqoritmlər və Mürəkkəblik","Recursive alqoritmin zaman mürəkkəbliyini analiz etmək üçün hansı üsul istifadə olunur?",HARD
b07d8003-36b1-4d8a-a9de-57820ff662fe,"Alqoritmlər və Mürəkkəblik","Dynamic Programming (dinamik proqramlaşdırma) nə üçün istifadə olunur?",MEDIUM
43a3f9f7-73da-4ece-b67f-2d3929861197,"Alqoritmlər və Mürəkkəblik","Greedy alqoritm strategiyası nəyə əsaslanır?",MEDIUM
ad7a51ff-a009-4dfa-add4-41971ae94311,"Alqoritmlər və Mürəkkəblik","Best case, average case və worst case mürəkkəblik nəyi ifadə edir?",MEDIUM
a9eea59e-1759-4772-8b2e-9dcb0a8c6bab,"Alqoritmlər və Mürəkkəblik","O(log n) mürəkkəblik tipik olaraq hansı alqoritmlərdə rast gəlinir?",EASY
f046d15b-838e-4d04-a449-dd6286772fa9,"Alqoritmlər və Mürəkkəblik","NP-complete problem nə deməkdir?",HARD
a23ce248-6a6b-41d6-ac36-6e233acd38ee,"Alqoritmlər və Mürəkkəblik","Memoization nə deməkdir?",MEDIUM
da1502ad-fabf-4128-aa5b-f325f1fe0256,"Alqoritmlər və Mürəkkəblik","İki alqoritmin O(n) və O(n log n) mürəkkəbliyi arasında böyük n üçün hansı daha sürətlidir?",MEDIUM
d0f934c6-a79e-4d22-bec1-1fb80a8b3026,"Alqoritmlər və Mürəkkəblik","Divide and Conquer (böl və hökm sür) strategiyasının üç əsas addımı hansılardır?",MEDIUM
5965252b-29b3-474e-9971-6644ae0dde84,"Alqoritmlər və Mürəkkəblik","Backtracking alqoritmi nə vaxt istifadə olunur?",MEDIUM
18411327-3e08-4dd4-8b64-c005e21ac7d4,"Alqoritmlər və Mürəkkəblik","Two Pointer texnikası hansı problemlərdə tez-tez istifadə olunur?",MEDIUM
0bc4d234-b947-4f15-a88a-8107f0976b4a,"Alqoritmlər və Mürəkkəblik","Sliding Window texnikası nəyi optimallaşdırır?",MEDIUM
c205477e-b1db-4986-aa34-d13fe05e8170,"Alqoritmlər və Mürəkkəblik","Big-O, Big-Theta və Big-Omega arasındakı fərq nədir?",HARD
3a6192d0-2255-48d1-b161-80846819adc5,"Alqoritmlər və Mürəkkəblik","Alqoritm mürəkkəbliyini qiymətləndirərkən niyə sabitlər (constants) adətən nəzərə alınmır?",MEDIUM
03daffab-8e26-4d9c-a234-52900382ce52,"String","Java-da String niyə immutable-dır?",MEDIUM
df2ff622-1edc-4e29-9eef-e84f543e9404,"String","String, StringBuilder və StringBuffer arasındakı fərq nədir?",MEDIUM
97fa681d-4b82-4245-897f-a089e1cb9585,"String","'==' operatoru ilə .equals() metodu String-lər üçün nəyə görə fərqlənir?",EASY
137b93af-e85b-4942-b634-1e5b1c049b0b,"String","String Pool nədir?",MEDIUM
cd7f1dd7-618a-4328-af6a-f10d8f24f793,"String","intern() metodu nə edir?",HARD
b9fa1abe-d7d4-4a65-80b8-51001d2e02a8,"String","String.format() metodunun məqsədi nədir?",EASY
fd1d6bd3-3226-42b3-b754-1fa1bea31a2f,"String","StringBuilder-in append() metodu nə edir?",EASY
455ece0e-5c88-4810-a103-b5f95f5c2a09,"String","String.split() metodu nə qaytarır?",EASY
e4bc668e-1552-4e85-bdad-95b2ec91c05a,"String","String.valueOf() metodunun məqsədi nədir?",EASY
47154018-b0fd-47ae-851b-8ae9ecae6bc5,"String","StringBuilder-in ilkin tutumu (capacity) neçədir (default konstruktorla)?",HARD
d450f3f6-af07-4692-af2d-ad93559a42ca,"String","String-in immutable olması hash-based kolleksiyalarda (HashMap açarı) niyə üstünlükdür?",MEDIUM
d7ec3297-13d7-494b-8f1a-2ce21bc8b138,"String","String.equalsIgnoreCase() metodu nə edir?",EASY
dafb4b36-efe9-4a17-8ad4-404e92ee2c33,"String","compareTo() metodu String-lər üçün nəyə əsasən müqayisə aparır?",MEDIUM
33866c4e-86c8-4705-8512-2cbd6adaad42,"String","Text Block (Java 15+) string immutability-ni dəyişirmi?",MEDIUM
a79c1ce5-2719-4816-90c4-4f480cea74a1,"String","StringBuilder-in reverse() metodu nə edir?",EASY
aab43628-711f-4b78-a9b2-2963d91a8b93,"String","String-lərin müqayisəsində niyə '==' əvəzinə equals() istifadə edilməlidir?",EASY
f6a4f4f9-7871-4ad0-bfff-425b2d98994c,"String","CharSequence interfeysi hansı siniflər tərəfindən implement olunur?",MEDIUM
970ed806-e15e-45ad-bd7b-7cc7f611eda4,"String","String.trim() və String.strip() (Java 11+) arasındakı fərq nədir?",MEDIUM
7a86a0a1-eff9-4ce6-88b3-48da5f71f856,"String","String-in hashCode() metodu niyə keşlənir (cache olunur)?",HARD
2464ca4a-8cce-40f1-bd6b-7b4eba3623e8,"String","String.chars() metodu (Java 8+) nə qaytarır?",MEDIUM
c4deee6e-92fa-4bc2-b75a-27a6aef30982,"Java 8+ Xüsusiyyətləri","'var' açar sözü Java-da nəyi ifadə edir?",MEDIUM
975864fe-06f0-4b8f-96d2-93a10e878f03,"Java 8+ Xüsusiyyətləri","Record (Java 14+) nədir?",MEDIUM
6f496d73-db3b-4c47-a250-0dbe810f4229,"Java 8+ Xüsusiyyətləri","Sealed class (Java 17+) nəyi məhdudlaşdırır?",HARD
4c6622f6-539a-4733-8f55-3905fa19ed4c,"Java 8+ Xüsusiyyətləri","Text block (""""""..."""""") Java 15+-da nə üçün istifadə olunur?",EASY
a2176cdc-471d-4d9a-a02b-bfa4f207d44d,"Java 8+ Xüsusiyyətləri","Switch expression (Java 14+) klassik switch-dən nə ilə fərqlənir?",MEDIUM
57686398-3a1d-4550-a1c3-35eaae5744a0,"Java 8+ Xüsusiyyətləri","Pattern matching for instanceof (Java 16+) nəyi asanlaşdırır?",MEDIUM
b1e5abcd-529f-4a19-985e-02ae6bf84e47,"Java 8+ Xüsusiyyətləri","Optional.orElseGet() və Optional.orElse() arasındakı fərq nədir?",HARD
f2e3acf9-0871-4a72-9c26-a4f995fa209a,"Java 8+ Xüsusiyyətləri","CompletableFuture nə üçün istifadə olunur?",HARD
0d9291da-1e0a-49d1-8b66-5bfa5eea06f4,"Java 8+ Xüsusiyyətləri","Enhanced for-each loop-da 'var' istifadəsi nəyə imkan verir?",EASY
7042d264-8ecb-44c8-a3a9-6ddbf865bb14,"Java 8+ Xüsusiyyətləri","java.time paketi (Java 8+) nəyi əvəz etmək üçün təqdim olunub?",MEDIUM
cc5d52ee-7ac8-4853-943f-928fa1267c5d,"Java 8+ Xüsusiyyətləri","Stream.of() metodu nə edir?",EASY
b3dcb788-56c4-40d0-96f2-ebc0fdee3b14,"Java 8+ Xüsusiyyətləri","Java 8-də Date/Time API-də LocalDate, LocalTime və LocalDateTime arasındakı fərq nədir?",EASY
fdaccfe9-ccd6-46ce-aac3-94808ca9e525,"Java 8+ Xüsusiyyətləri","Interface-də static metod (Java 8+) nəyə imkan verir?",MEDIUM
60e057f1-4130-445b-836b-fa7afe883c89,"Java 8+ Xüsusiyyətləri","var ilə elan olunan dəyişənin tipi sonradan dəyişdirilə bilərmi?",MEDIUM
674b2879-cb0e-4d7f-be99-c19ff6b96170,"Java 8+ Xüsusiyyətləri","Java 9-da modul sistemi (Project Jigsaw) nə üçün təqdim olunub?",HARD
e87dacfb-3ce2-4513-a7c7-ea2c4b17dfd7,"Java 8+ Xüsusiyyətləri","Java 10-da 'var' yalnız hansı kontekstdə istifadə oluna bilər?",MEDIUM
12fc6d3d-b2ff-44cd-b03c-4119e92f0d2d,"Java 8+ Xüsusiyyətləri","Records-da compact constructor nədir?",HARD
bdef1ec0-335c-4adf-a002-4da5627b1ab9,"Java 8+ Xüsusiyyətləri","Java 17-də sealed interfeys nəyi məhdudlaşdırır?",HARD
9234b7ef-1fb0-48d7-8842-22dc957422fd,"Java 8+ Xüsusiyyətləri","Enhanced switch statement-də ox (->) sintaksisi hansı problemi həll edir?",MEDIUM
4d038c76-fe59-43be-8abe-6cdb6ed37976,"Java 8+ Xüsusiyyətləri","Helpful NullPointerExceptions (Java 14+) nə edir?",MEDIUM
02764e84-5ca2-4180-ba36-ba3acadc39a9,"Stream və Lambda","Lambda ifadəsi nədir?",EASY
bc8afe34-d2d4-44ae-ba34-ba8b61b52b4b,"Stream və Lambda","Stream API-də 'map()' metodu nə edir?",EASY
13656718-7eae-48f1-9db8-48254653a1a5,"Stream və Lambda","'filter()' və 'map()' arasındakı fərq nədir?",EASY
17b51ea8-1ab4-45ea-9f59-c0dbe9e20dc8,"Stream və Lambda","Stream-lər neçə dəfə istifadə oluna bilər?",MEDIUM
acafe5ed-91f4-4f95-b339-0ada8ae0902b,"Stream və Lambda","'reduce()' metodunun məqsədi nədir?",MEDIUM
38a84e39-57fe-434b-b155-7efe4d7e526b,"Stream və Lambda","Functional interface nədir?",MEDIUM
dc132b4e-e02f-42f5-bdbf-12b203eb327d,"Stream və Lambda","Optional sinifinin məqsədi nədir?",MEDIUM
ddef261f-f8a2-4c66-861e-27d3be6c37c3,"Stream və Lambda","Stream.collect(Collectors.toList()) nə edir?",EASY
d2a8b9c9-f559-4e5c-ac4e-8042db489e72,"Stream və Lambda","Method reference (məs. String::toUpperCase) nədir?",MEDIUM
c87598f8-e95b-4538-a2cd-7308257d0238,"Stream və Lambda","Parallel stream nə vaxt istifadə edilməlidir?",MEDIUM
e4344523-2cc2-491f-b1ca-b704f27685f0,"Stream və Lambda","Stream.sorted() metodunun default davranışı nədir?",EASY
10a7f065-8e12-4e71-a59e-94893f009a37,"Stream və Lambda","IntStream, DoubleStream və LongStream niyə mövcuddur?",MEDIUM
f153a55b-913d-4e95-a095-55edafa4d4e8,"Stream və Lambda","Stream.peek() metodu nə üçün istifadə olunur?",MEDIUM
ac643ea0-e025-444c-94cc-8c4a65b5e90c,"Stream və Lambda","Collectors.groupingBy() nə edir?",MEDIUM
b7118c41-baed-424d-b30a-9f3d2bc28329,"Stream və Lambda","flatMap() və map() arasındakı fərq nədir?",MEDIUM
eb7879d9-c622-4588-9b28-188a5d3c45f8,"Stream və Lambda","Lambda ifadəsi hansı interfeysi implement edə bilər?",MEDIUM
d5339fae-f01e-42f3-9f48-647b051ea8f2,"Stream və Lambda","Stream.anyMatch(), allMatch() və noneMatch() metodları nə qaytarır?",EASY
4ecdcc28-c97f-4c86-b68d-a697c34d7de3,"Stream və Lambda","Stream API-də terminal əməliyyat (terminal operation) nə deməkdir?",MEDIUM
73deef88-87b3-45ae-a50c-2e7897b25389,"Stream və Lambda","Supplier, Consumer və Function functional interfeysləri arasındakı fərq nədir?",MEDIUM
415bb119-843b-432f-af39-dbbf4d30f3cf,"Stream və Lambda","Stream.distinct() metodu nə edir?",EASY
13a7efc3-77a2-4fd0-9a2e-d559f9ef518b,"Enum-lar","Java-da enum nədir?",EASY
8c2f4d52-1792-4f19-ba48-d44f17a78cb1,"Enum-lar","Enum konstantaları default olaraq necədir?",EASY
700108fc-c0e1-4ea5-adbc-313286187f47,"Enum-lar","Enum-da constructor ola bilərmi?",MEDIUM
f7a5709e-85cc-44a9-beda-308bd43deec8,"Enum-lar","Enum-un values() metodu nə qaytarır?",EASY
73496347-c577-42ca-9e39-f85670a9941b,"Enum-lar","Enum-un valueOf() metodu nə edir?",EASY
596bb6e5-e7d4-462d-a409-e2e7f78596dc,"Enum-lar","Enum switch statement-də necə istifadə oluna bilər?",MEDIUM
e4afda77-f1a9-488c-9cb5-b9a905ab3c18,"Enum-lar","Enum-lar interfeys implement edə bilərmi?",MEDIUM
9715cf41-deb5-4816-8458-e8dd7bfbb14b,"Enum-lar","Enum-un ordinal() metodu nə qaytarır?",MEDIUM
24e85d0e-b168-49fe-b03f-369cba385a1a,"Enum-lar","EnumSet nədir?",MEDIUM
329d3b12-2848-46a2-8015-7bb5925e406b,"Enum-lar","Enum-da hər konstant üçün fərqli metod davranışı necə təmin edilə bilər?",HARD
3ef413a6-2102-4f4e-b36c-a0de2af0e035,"Enum-lar","Enum-un name() və toString() metodları fərqlənə bilərmi?",MEDIUM
d44ca762-7ac9-41cc-81f1-d1bfb410652a,"Enum-lar","Enum-lar niyə Singleton pattern üçün effektiv üsul hesab olunur?",HARD
b38632b2-dc58-4f05-bc91-92da06d23a1f,"Enum-lar","Enum-un compareTo() metodu nəyə əsasən müqayisə aparır?",MEDIUM
9358c6b3-d613-4261-a454-f51fc55abceb,"Enum-lar","Enum-da abstract metod elan etmək mümkündürmü?",MEDIUM
21bf9add-9ae2-4986-8b8c-c8ebbe0a7981,"Enum-lar","Enum-lar Java-da niyə heç vaxt null ola bilməz (default olaraq)?",MEDIUM
6098c7fe-a69d-482e-b30b-bacb2ddf35e0,"Enum-lar","EnumMap adi HashMap-dən performans baxımından niyə üstündür (enum açarları üçün)?",HARD
b18845a4-338b-44cc-9dc2-28adab6c1fb3,"Enum-lar","Enum-da sahə (field) və metod əlavə etmək olarmı?",MEDIUM
fcff6743-4ad4-4f32-9e06-efe0e643f6a7,"Enum-lar","Java-da enum-lar hansı sinifi implicit olaraq extend edir?",MEDIUM
9fab4de2-0184-44cf-b8aa-af0d2276e783,"Enum-lar","Enum-un serialization-u niyə etibarlı sayılır?",HARD
8c1a0a90-15ff-46d7-a0b5-4b4c2044d93f,"Enum-lar","Bir enum konstantasına eyni zamanda birdən çox interfeys implement etmək mümkündürmü (enum səviyyəsində)?",MEDIUM
363b2b7c-5d7f-456f-af47-e180322b48fa,"Functional Programming Konsepsiyaları","Pure function (təmiz funksiya) nə deməkdir?",EASY
74c48936-1833-4e4d-91ee-41de596bee4a,"Functional Programming Konsepsiyaları","Side effect (yan-effekt) funksional proqramlaşdırmada nəyi ifadə edir?",MEDIUM
91cf6d4b-6571-46d0-8c12-6e2a3199d562,"Functional Programming Konsepsiyaları","Higher-order function nə deməkdir?",MEDIUM
70dcdad5-1496-4342-8c91-2c03cac9398d,"Functional Programming Konsepsiyaları","Immutability funksional proqramlaşdırmada niyə vacibdir?",MEDIUM
